item_id	url
305902577	https://i5.walmartimages.com/asr/e9496ede-d5bf-42e0-96ce-c988bb2f50dd_1.00b50b4f2e8cff55c3687dc1dc1c1d61.jpeg
834994177	https://i5.walmartimages.com/asr/47bfc13d-c251-41f4-8b1c-76d7842082fa_1.8ff2ae2480f20668c611e5cc51e4420f.jpeg
974127838	https://i5.walmartimages.com/asr/3ece5384-5418-4e5c-960a-ff7d3703b0fa_1.a2421a28fa8080f4e0537fda16a51fe9.jpeg
